id,sentences,label,sentences_tokens,cuis
74,"40 ||| PATIENTS AND METHODS ||| 1.24 ||| Two anesthesiologists, the one who administered the study drug and another to conduct anesthetic induction, assessed the patient response during and immediately after rocuronium injection.",I,anesthesiologists administered study drug conduct anesthetic induction assessed patient response rocuronium injection,C0334910|C1521801|C0557651|C0013227|C0004927|C0002932|C0205263|C1516048|C0030705|C0871261|C0209337|C0021485
75,25 ||| PATIENTS AND METHODS ||| 1.9 ||| One of 2 anesthesiologists (S.Y.L.,N,2 anesthesiologists,G0000000|C0334910
76,"34 ||| PATIENTS AND METHODS ||| 1.18 ||| All patients received continuous electrocardiography, noninvasive arterial pressure, capnography, and end-tidal sevoflurane monitoring.",I,patients received continuous electrocardiography noninvasive arterial pressure capnography end-tidal sevoflurane monitoring,C0030705|C1514756|C0549178|C0013798|C0205303|C0003842|C0033095|C0376529|C0444930|C0074414|C0150369
77,85 ||| DISCUSSION ||| 3.9 ||| Opioid analgesia is obtained via the central and peripheral opioid receptors.,N,opioid analgesia central peripheral opioid receptors,C0242402|C0002766|C0205099|C0205100|C0242402|C0597357
78,"84 ||| DISCUSSION ||| 3.8 ||| This observation of instantaneous onset of pain subsidence to rocuronium injection may require explanations other than its centrally mediated analgesia, which take at least 5 minutes to be effective.",O,observation instantaneous onset pain subsidence rocuronium injection require explanations centrally mediated analgesia 5 minutes effective,C0302523|G0000000|C0206132|C0030193|G0000000|C0209337|C0021485|G0000000|C0681841|G0000000|C0086597|C0002766|G0000000|C0439232|C1280519
79,"118 ||| ACKNOWLEDGMENTS ||| 5.6 ||| Byung Seop Shin performed the study, analysis and interpretation of data, revising and final approval of the article.",N,byung seop shin performed study analysis interpretation data revising final approval article,G0000000|G0000000|C0230444|C0884358|C0557651|C0002778|C0459471|C1511726|C1527075|C0205088|C0205540|C1706852
80,"74 ||| Statistical Analysis ||| 2.25 ||| The incidence of wrist, arm, and generalized movements was higher in the fentanyl group (1.5%, 3.0%, and 3.0%, respectively) than in the hydromorphone group (1.5%, 0%, and 1.5%, respectively), but without statistical significance.",I,incidence wrist arm generalized movements fentanyl 1 5% 3 0% 3 0% hydromorphone 1 5% 0% 1 5% statistical significance,C0021149|C0043262|C0446516|C0205246|C0026649|C0015846|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0012306|G0000000|G0000000|G0000000|G0000000|G0000000|C0038215|C0237881
81,"105 ||| DISCUSSION ||| 3.29 ||| Fourth, hydromorphone is less emetogenic than the fentanyl derivatives 12,21,22 ; however, we did not observe the incidence or severity of postoperative nausea and vomiting in this study.",O,fourth hydromorphone emetogenic fentanyl derivatives 12 21 22 observe incidence severity postoperative nausea vomiting study,C0205438|C0012306|C0013973|C0015846|C0243072|C0450371|C0450371|C0450371|C1441672|C0021149|C0439793|C0032790|C0027497|C0042963|C0557651
82,"92 ||| DISCUSSION ||| 3.16 ||| This finding may suggest that despite the reportedly adequate muscle relaxation with rocuronium 0.6 mg/kg, adjuvant drugs, such as hydromorphone and fentanyl, are required to deepen the level of anesthesia and suppress movement during the strong stimulus of tracheal intubation.",O,finding reportedly adequate muscle relaxation rocuronium 0 6 mg/kg adjuvant drugs hydromorphone fentanyl required deepen level anesthesia suppress movement strong stimulus tracheal intubation,C0037088|G0000000|C0205410|C0026845|C0035028|C0209337|G0000000|G0000000|C0439272|C0001551|C0013227|C0012306|C0015846|C1514873|G0000000|C0441889|C0002903|C1260953|C0026649|C0442821|C0234402|C0040578|C0021925
83,"97 ||| DISCUSSION ||| 3.21 ||| First, there are no established recommended doses of hydromorphone for the induction of anesthesia.",I,established recommended doses hydromorphone induction anesthesia,C0443211|C0034866|C0178602|C0012306|C0205263|C0002903
84,"102 ||| DISCUSSION ||| 3.26 ||| The maximum onset of action for hydromorphone is 10 to 20 minutes 17 ; therefore, a longer period of observation would have been appreciated.",N,maximum onset action hydromorphone 10 20 minutes 17 period observation appreciated,C0806909|C0206132|C0441472|C0012306|C0450371|C0450371|C0439232|C0450371|C0439531|C0302523|G0000000
85,"11 |||  ||| 0.11 ||| The overall incidence of withdrawal movements was significantly lower in the hydromorphone group (2 patients; 3.1%) and the fentanyl group (5 patients; 7.5%) (both, P Ͻ 0.001) than in the saline group (36 patients; 58.1%).",I,incidence withdrawal movements lower hydromorphone 2 patients 3 1% fentanyl 5 patients 7 5% 0 001 saline 36 patients 58 1%,C0021149|C2349954|C0026649|C0441994|C0012306|G0000000|C0030705|G0000000|G0000000|C0015846|G0000000|C0030705|G0000000|G0000000|G0000000|C1442061|C0036082|C0450371|C0030705|C0450371|G0000000
86,13 |||  ||| 0.13 ||| Conclusions: Pretreatment with hydromorphone and fentanyl may have similar effectiveness in reducing withdrawal movements in response to rocuronium injection pain and inducing immediate general anesthesia.,O,conclusions pretreatment hydromorphone fentanyl effectiveness reducing withdrawal movements response rocuronium injection pain inducing anesthesia,C1707478|C1550147|C0012306|C0015846|C1280519|C0392756|C2349954|C0026649|C0871261|C0209337|C0021485|C0030193|C0205263|C0002903
87,"62 ||| Statistical Analysis ||| 2.13 ||| A total of 194 patients (hydromorphone group, n ϭ 65; fentanyl group, n ϭ 67; and saline group, n ϭ 62) were enrolled consecutively between August 2008 and January 2009.",P,total 194 patients hydromorphone 65 fentanyl 67 saline 62 enrolled consecutively august 2008 january 2009,C0439175|C1442061|C0030705|C0012306|C0450371|C0015846|C0450371|C0036082|C0450371|G0000000|G0000000|C3831448|G0000000|C3829466|G0000000
88,100 ||| DISCUSSION ||| 3.24 ||| It is possible that hydromorphone 0.03 mg/kg might have a lower or higher analgesic effect than fentanyl 2 ␮g/kg.,I,hydromorphone 0 03 mg/kg lower analgesic fentanyl 2 g/kg,C0012306|G0000000|C0450371|C0439272|C0441994|C0002771|C0015846|G0000000|C1300563
89,58 ||| Statistical Analysis ||| 2.9 ||| The intubation time was compared using KruskalWallis test with post hoc analysis by Tukey test using ranking.,O,intubation time compared kruskalwallis test post hoc analysis tukey test ranking,C0021925|C0040223|C1707455|G0000000|C0022885|C0687676|G0000000|C0002778|G0000000|C0022885|C0699794
90,"4 |||  ||| 0.4 ||| Therefore, we hypothesized that hydromorphone may be considered a potent pretreatment or adjuvant drug during the induction of anesthesia with its peripherally and centrally mediated analgesia.",P,hypothesized hydromorphone considered potent pretreatment adjuvant drug induction anesthesia peripherally centrally mediated analgesia,G0000000|C0012306|C0750591|C3245505|C1550147|C0001551|C0013227|C0205263|C0002903|G0000000|G0000000|C0086597|C0002766
91,"48 ||| PATIENTS AND METHODS ||| 1.32 ||| The mean arterial pressure (MAP) and heart rate (HR) were measured on arrival at the operating room, 1 minute before intubation, and 1 minute after tracheal intubation.",I,arterial pressure map heart rate hr measured arrival operating 1 minute intubation 1 minute tracheal intubation,C0003842|C0033095|C0024779|C0018787|C0871208|G0000000|C0444706|C1555577|C3242339|G0000000|C0439232|C0021925|G0000000|C0439232|C0040578|C0021925
92,"50 ||| Statistical Analysis ||| 2.1 ||| Statistical analyses were carried out using SPSS 12.0 for Windows (SPSS Inc, Chicago, Illinois).",N,statistical analyses carried spss 12 0 windows spss chicago illinois,C0038215|C0002778|C0206243|C3813609|C0450371|G0000000|C0557702|C3813609|C0008044|C0020898
93,1 |||  ||| 0.1 ||| Background: Hydromorphone is a potent ␮-opioid selective agonist that has an onset time within 5 minutes and reaches peak effect between 10 and 20 minutes.,I,background hydromorphone potent -opioid selective agonist onset time 5 minutes reaches peak 10 20 minutes,C1706907|C0012306|C3245505|C0242402|C0036576|C2987634|C0206132|C0040223|G0000000|C0439232|C0596012|C0444505|C0450371|C0450371|C0439232
94,"115 ||| ACKNOWLEDGMENTS ||| 5.3 ||| Sang Hyun Lee was responsible for drafting and revising the article, conception, analysis of data, and final approval of the article.",N,sang hyun lee responsible drafting revising article conception analysis data final approval article,C1864650|G0000000|G0000000|C1273518|C1547277|C1527075|C1706852|C0009637|C0002778|C1511726|C0205088|C0205540|C1706852
95,"47 ||| PATIENTS AND METHODS ||| 1.31 ||| The intubation time, defined as the time from mouth opening to obtaining the appropriate capnographic trace, was measured in all patients.",N,intubation time defined time mouth obtaining capnographic trace measured patients,C0021925|C0040223|C1704788|C0040223|C0226896|C1301820|C0376529|C0442822|C0444706|C0030705
96,94 ||| DISCUSSION ||| 3.18 ||| The size and sites of the intravenous cannulas at 1 of the 6 superficial veins at the forearm were not different among groups.,I,size sites intravenous cannulas 1 6 superficial veins forearm,C0456389|C0205145|C0348016|C0520453|G0000000|G0000000|C0205124|C0042449|C0016536
97,"71 ||| Statistical Analysis ||| 2.22 ||| The next most common sites were accessory cephalic vein, basilic vein, and median antebrachial vein.",I,common sites accessory cephalic vein basilic vein median antebrachial vein,C0205214|C0205145|C2963249|C0205096|C0042449|G0000000|C0042449|C0549183|C0016536|C0042449
98,"32 ||| PATIENTS AND METHODS ||| 1.16 ||| On arrival at the operating room, the intravenous cannulation site and its patency were confirmed by the anesthesiologist.",O,arrival operating intravenous cannulation site patency confirmed anesthesiologist,C1555577|C3242339|C0348016|C0917707|C0205145|C0175566|C0521093|C0334910
99,"120 ||| ACKNOWLEDGMENTS ||| 5.8 ||| Eun Young Joo was responsible for the conception, interpretation of data, revising and final approval of the article.",N,eun joo responsible conception interpretation data revising final approval article,G0000000|G0000000|C1273518|C0009637|C0459471|C1511726|C1527075|C0205088|C0205540|C1706852
100,"93 ||| DISCUSSION ||| 3.17 ||| The time to facilitate intubation was different among the groups (P ϭ 0.032); however, their differences of approximately 2 seconds are not clinically significant.",O,time facilitate intubation 0 032 differences 2 clinically,C0040223|G0000000|C0021925|G0000000|C1442061|C1705241|G0000000|G0000000
101,"19 ||| PATIENTS AND METHODS ||| 1.3 ||| Written, informed consent was obtained from all subjects.",N,written informed consent subjects,C0043266|C1522154|C1511481|C0681850
102,"26 ||| PATIENTS AND METHODS ||| 1.10 ||| The syringes for both study drug and placebo were identical, labeled ""study drug"" to conceal treatment group allocation.",N,syringes study drug placebo identical labeled study drug conceal treatment allocation,C0039142|C0557651|C0013227|C0032042|C0205280|C1708632|C0557651|C0013227|C0443189|C0039798|C1706778
103,"73 ||| Statistical Analysis ||| 2.24 ||| The overall incidence of withdrawal movements was significantly lower in the hydromorphone group (2 patients; 3.1%) and the fentanyl group (5 patients; 7.5%) (both, P Ͻ 0.001) than in the saline group (36 patients; 58.1%).",I,incidence withdrawal movements lower hydromorphone 2 patients 3 1% fentanyl 5 patients 7 5% 0 001 saline 36 patients 58 1%,C0021149|C2349954|C0026649|C0441994|C0012306|G0000000|C0030705|G0000000|G0000000|C0015846|G0000000|C0030705|G0000000|G0000000|G0000000|C1442061|C0036082|C0450371|C0030705|C0450371|G0000000
104,"36 ||| PATIENTS AND METHODS ||| 1.20 ||| During preoxygenation with 100% oxygen, the study drug was injected over 30 seconds, and an investigator blinded to the study drug observed for signs of adverse events, such as apnea and coughing for 30 seconds, and questioned patients about adverse events just before injection of thiopental sodium.",I,preoxygenation 100% oxygen study drug injected 30 investigator blinded study drug observed signs adverse events apnea coughing 30 questioned patients adverse events injection thiopental sodium,C0412792|C1442061|C0030054|C0557651|C0013227|C1720154|C0450371|C0035173|C0150108|C0557651|C0013227|C1441672|C0220912|G0000000|C0441471|C0003578|C0010200|C0450371|C1522634|C0030705|G0000000|C0441471|C0021485|C0039925|C0037473
105,"83 ||| DISCUSSION ||| 3.7 ||| However, we found that patients in the hydromorphone group had effectively diminished rocuronium injection pain within 90 seconds after injection and blunt cardiovascular responses to tracheal intubation with the same efficacy as fentanyl.",O,patients hydromorphone effectively diminished rocuronium injection pain 90 injection blunt cardiovascular responses tracheal intubation efficacy fentanyl,C0030705|C0012306|G0000000|C0205216|C0209337|C0021485|C0030193|C0450371|C0021485|C1997138|C0007226|C0871261|C0040578|C0021925|C1280519|C0015846
106,35 ||| PATIENTS AND METHODS ||| 1.19 ||| All drugs were injected through the proximal rubber port connected to the intravenous cannula with a free flow of intravenous lactated Ringer solution.,I,drugs injected proximal rubber port connected intravenous cannula free flow intravenous lactated ringer solution,C0013227|C1720154|C0205107|C0035918|C0452253|C2986575|C0348016|C0520453|C0332296|C0806140|C0348016|C0022924|C1875730|C0037633
107,46 ||| PATIENTS AND METHODS ||| 1.30 ||| The time interval between the study drug injection and intubation was designed to be within 3 to 4 minutes in all patients.,N,time interval study drug injection intubation designed 3 4 minutes patients,C0040223|C1272706|C0557651|C0013227|C0021485|C0021925|C1707689|G0000000|G0000000|C0439232|C0030705
108,"12 |||  ||| 0.12 ||| The mean arterial pressure (MAP) and heart rate (HR) after intubation (median [interquartile range]) in the fentanyl group (101.5 [84Ϫ115] mm Hg; 93.5 [82Ϫ102 ] beats per minute [bpm]) and the hydromor-phone group (93.0 [83Ϫ106] mm Hg; 90.0 [86.3Ϫ93.6] bpm) were significantly lower than these measures in the saline group (111.5 [105Ϫ123] mm Hg; 103.5 [96Ϫ113] bpm) (fentanyl group MAP and HR, P Ͻ 0.001; hydromorphone group MAP and HR, P Ͻ 0.001).",I,arterial pressure map heart rate hr intubation median interquartile range fentanyl 101 5 84115 mm hg 93 5 82102 beats minute bpm hydromor-phone 93 0 83106 mm hg 90 0 86 393 6 bpm lower measures saline 111 5 105123 mm hg 103 5 96113 bpm fentanyl map hr 0 001 hydromorphone map hr 0 001,C0003842|C0033095|C0024779|C0018787|C0871208|G0000000|C0021925|C0549183|G0000000|C1514721|C0015846|C1442061|G0000000|G0000000|G0000000|C0025424|C0450371|G0000000|G0000000|G0000000|C0439232|G0000000|C1515258|C0450371|G0000000|G0000000|G0000000|C0025424|C0450371|G0000000|C0450371|C1442061|G0000000|G0000000|C0441994|C0079809|C0036082|C1442061|G0000000|G0000000|G0000000|C0025424|C1442061|G0000000|G0000000|G0000000|C0015846|C0024779|G0000000|G0000000|C1442061|C0012306|C0024779|G0000000|G0000000|C1442061
109,18 ||| PATIENTS AND METHODS ||| 1.2 ||| This study was approved by the Samsung Seoul Medical Center's institutional review board (No.,N,study approved samsung seoul medical centers institutional review board,C0557651|C0205540|G0000000|C3850150|C0199168|C0205099|C0018704|C0282443|C0972401
110,"38 ||| PATIENTS AND METHODS ||| 1.22 ||| After loss of consciousness and eyelash reflexes, when the appropriate end-tidal carbon dioxide curve appeared on capnography upon trial of mask ventilation with inspired oxygen fraction 1.0, rocuronium 0.6 mg/kg was injected over 5 seconds.",I,loss consciousness eyelash reflexes end-tidal carbon dioxide curve appeared capnography trial mask ventilation inspired oxygen fraction 1 0 rocuronium 0 6 mg/kg injected 5,C1517945|C0009791|C0015422|C0034929|C0444930|C0007009|C0678717|C0205134|C0700364|C0376529|C0008976|C0024861|C0035203|C0004048|C0030054|C1264633|G0000000|G0000000|C0209337|G0000000|G0000000|C0439272|C1720154|G0000000
111,82 ||| DISCUSSION ||| 3.6 ||| Hydromorphone has an onset time of 5 minutes and a peak effect time of 10 to 20 minutes.,I,hydromorphone onset time 5 minutes peak time 10 20 minutes,C0012306|C0206132|C0040223|G0000000|C0439232|C0444505|C0040223|C0450371|C0450371|C0439232
112,53 ||| Statistical Analysis ||| 2.4 ||| The incidence of withdrawal movements was analyzed using Fisher exact test.,N,incidence withdrawal movements analyzed fisher exact test,C0021149|C2349954|C0026649|C0936012|C0325045|C2828393|C0022885
113,"10 |||  ||| 0.10 ||| Results: A total of 194 patients were enrolled, with 65 in the hydromorphone group, 67 in the fentanyl group, and 62 in the saline group.",P,total 194 patients enrolled 65 hydromorphone 67 fentanyl 62 saline,C0439175|C1442061|C0030705|G0000000|C0450371|C0012306|C0450371|C0015846|C0450371|C0036082
114,"16 |||  ||| 0.16 ||| Therefore, we investigated the effectiveness of hydromorphone as a pretreatment drug to reduce the withdrawal movements in response to injection of rocuronium and to attenuate hemodynamic changes to tracheal intubation compared with that of fentanyl and saline.",O,investigated effectiveness hydromorphone pretreatment drug reduce withdrawal movements response injection rocuronium attenuate hemodynamic tracheal intubation compared fentanyl saline,C1292732|C1280519|C0012306|C1550147|C0013227|G0000000|C2349954|C0026649|C0871261|C0021485|C0209337|C0599946|C0019010|C0040578|C0021925|C1707455|C0015846|C0036082
115,39 ||| PATIENTS AND METHODS ||| 1.23 ||| The time interval between the study drug injection and rocuronium injection was set at Ͻ90 seconds in all patients.,I,time interval study drug injection rocuronium injection set 90 patients,C0040223|C1272706|C0557651|C0013227|C0021485|C0209337|C0021485|C0036849|C0450371|C0030705
116,"65 ||| Statistical Analysis ||| 2.16 ||| One patient (fentanyl group) had a percutaneously inserted central catheter instead of a peripheral intravenous line, another developed vocal cord spasm (saline group), and 2 patients (fentanyl group) did not show the vocal cords during intubation.",I,patient fentanyl percutaneously inserted central catheter peripheral intravenous developed vocal cord spasm saline 2 patients fentanyl vocal cords intubation,C0030705|C0015846|G0000000|C0441587|C0205099|C0085590|C0205100|C0348016|G0000000|C0205382|C1550235|C0026821|C0036082|G0000000|C0030705|C0015846|C0205382|C1550235|C0021925
117,113 ||| ACKNOWLEDGMENTS ||| 5.1 ||| The authors have indicated that they have no conflicts of interest regarding the content of this article.,N,authors conflicts content article,C3812881|C0009671|C0423896|C1706852
118,"79 ||| DISCUSSION ||| 3.3 ||| MEDLINE was searched (inception to 2010) using the following terms: hydromorphone, induction, anesthesia, preoperative, intraoperative, and analgesia.",O,medline searched inception 2010 terms hydromorphone induction anesthesia preoperative intraoperative analgesia,C0025141|C1706202|G0000000|G0000000|C0233324|C0012306|C0205263|C0002903|C0445204|C0456904|C0002766
119,44 ||| PATIENTS AND METHODS ||| 1.28 ||| Patient movement and status of vocal cord relaxation were observed during tracheal intubation.,N,patient movement status vocal cord relaxation observed tracheal intubation,C0030705|C0026649|C0449438|C0205382|C1550235|C0035028|C1441672|C0040578|C0021925
120,"66 ||| Statistical Analysis ||| 2.17 ||| Therefore, 190 patients (hydromorphone group, n ϭ 65; fentanyl group, n ϭ 64; and saline group, n ϭ 61) (mean [SD]  However, for an intent-to-treat analysis, the 194 initially enrolled patients were analyzed.",P,190 patients hydromorphone 65 fentanyl 64 saline 61 sd intent-to-treat analysis 194 initially enrolled patients analyzed,C1442061|C0030705|C0012306|C0450371|C0015846|C0450371|C0036082|C0450371|C2699239|C0162425|C0002778|C1442061|C0205265|G0000000|C0030705|C0936012
121,"9 |||  ||| 0.9 ||| Two minutes after rocuronium injection, tracheal intu-bation was performed and hemodynamic changes were observed.",O,minutes rocuronium injection tracheal intu-bation performed hemodynamic observed,C0439232|C0209337|C0021485|C0040578|C1825613|C0884358|C0019010|C1441672
122,"106 ||| DISCUSSION ||| 3.30 ||| Patients in the fentanyl and hydromorphone groups showed statistically significant hemodynamic stability compared with patients in the saline group; however, the patients in the latter group also did not show hemodynamic changes requiring esmolol administration.",O,patients fentanyl hydromorphone statistically hemodynamic stability compared patients saline patients hemodynamic requiring esmolol administration,C0030705|C0015846|C0012306|C0038215|C0019010|C0205360|C1707455|C0030705|C0036082|C0030705|C0019010|G0000000|C0116569|C0001554
123,"2 |||  ||| 0.2 ||| However, it may show immediate analgesic effect to rocuronium-induced pain because of its peripheral analgesic property and also may attenuate noxious stimuli from tracheal intubation during induction.",O,analgesic rocuronium-induced pain peripheral analgesic property attenuate noxious stimuli tracheal intubation induction,C0002771|C0209337|C0030193|C0205100|C0002771|C0871161|C0599946|G0000000|C0234402|C0040578|C0021925|C0205263
