id,sentences,label,sentences_tokens,cuis
78,"76 ||| STATISTICAL ANALYSIS ||| 2.32 ||| NICU admission was based on neonatal hypoglycemia because of maternal type 1 diabetes (n ¼ 3), growth restriction (n ¼ 2), and meconium aspiration (n ¼ 1).",P,nicu admission based neonatal hypoglycemia maternal type 1 diabetes 3 growth restriction 2 meconium aspiration 1,C0021709|C0184666|C1527178|C1552240|C0020615|C2347083|C0332307|G0000000|C0011847|G0000000|C0018270|C0443288|G0000000|C0025047|C0220787|G0000000
79,"68 ||| STATISTICAL ANALYSIS ||| 2.24 ||| Treatment was interrupted for 6.5 hours, during which time her condition stabilized.",I,treatment interrupted 6 5 hours time condition stabilized,C0039798|C0443239|G0000000|G0000000|C0439227|C0040223|C0012634|C0184512
80,"19 |||  ||| 0.19 ||| There are limited data, however, regarding the use of hourly titrated oral misoprostol.",I,limited data hourly titrated oral misoprostol,C0439801|C1511726|C0558292|C1883350|C0442027|C0085174
81,"121 ||| STATISTICAL ANALYSIS ||| 2.77 ||| Although these events occurred Women and clinicians were not blinded to the allocated treatment, which raises the possibility of bias in clinical management decisions.",I,events occurred women clinicians blinded allocated treatment raises possibility bias clinical management decisions,C0441471|C1709305|C0043210|C0871685|C0150108|G0000000|C0039798|G0000000|C0332149|C0242568|C0205210|C0001554|C0679006
82,"67 ||| STATISTICAL ANALYSIS ||| 2.23 ||| One woman in the misoprostol group experienced uterine tachysystole and hyperstimulation accompanied by shivering, vomiting, and nausea after 3 doses.",N,woman misoprostol experienced uterine tachysystole hyperstimulation accompanied shivering vomiting nausea 3 doses,C0043210|C0085174|C0237607|C0042149|C2985339|G0000000|G0000000|C0036973|C0042963|C0027497|G0000000|C0178602
83,2 |||  ||| 0.2 ||| STUDY DESIGN: Subjects were randomized into hourly titrated oral misoprostol or dinoprostone 10 mg vaginal insert.,I,study design subjects randomized hourly titrated oral misoprostol dinoprostone 10 vaginal insert,C0557651|C1707689|C0681850|C0034656|C0558292|C1883350|C0442027|C0085174|C0012472|C0450371|C0042232|C0441587
84,"34 |||  ||| 0.34 ||| Secondary outcomes included interval to delivery from first treatment (hours), rate of cesarean delivery, and need for augmentation with oxytocin.",I,secondary outcomes included interval delivery treatment hours rate cesarean delivery augmentation oxytocin,C0027627|C1274040|C0332257|C1272706|C0011209|C0039798|C0439227|C0871208|C3841297|C0011209|C1293122|C0030095
85,"80 ||| STATISTICAL ANALYSIS ||| 2.36 ||| ACOG states that ""no studies indicate that intrapartum exposure to misoprostol has any long-term adverse health consequences to the fetus in the absence of fetal distress, nor is there a plausible biologic basis for such a concern.""",N,acog studies intrapartum exposure misoprostol long-term adverse health consequences fetus absence fetal distress plausible biologic basis concern,C1515938|C0947630|C0456337|C0274281|C0085174|C0443252|G0000000|C0018684|C0686907|C0015965|C0332197|C0015965|C0231303|G0000000|C0005515|C1527178|C2699424
86,"87 ||| STATISTICAL ANALYSIS ||| 2.43 ||| Oral misoprostol solution was given as Within each study, similar delivery outcomes were achieved in each group.",O,oral misoprostol solution study delivery outcomes achieved,C0442027|C0085174|C0037633|C0557651|C0011209|C1274040|G0000000
87,69 ||| STATISTICAL ANALYSIS ||| 2.25 ||| At that time the subject was given dinoprostone and underwent an uneventful vaginal delivery of a 3540 g male infant after an additional 19 hours.,I,time subject dinoprostone underwent uneventful vaginal delivery 3540 male infant additional 19 hours,C0040223|C0681850|C0012472|G0000000|G0000000|C0042232|C0011209|G0000000|C0086582|C0021270|C1524062|C0450371|C0439227
88,102 ||| STATISTICAL ANALYSIS ||| 2.58 ||| Perinatal death 1 (1.25) 1 (1.25) 1.00,N,perinatal death 1 1 25 1 1 25 1 00,C0178795|C0011065|G0000000|G0000000|C0450371|G0000000|G0000000|C0450371|G0000000|C0450371
89,"91 ||| STATISTICAL ANALYSIS ||| 2.47 ||| The proportion of vaginal deliveries within 24 hours was similar in the 3 groups (55% in the Foley's catheter and misoprostol group, 60% in the misoprostol group, and 60% in the dinoprostone group).",I,proportion vaginal deliveries 24 hours 3 55% foleys catheter misoprostol 60% misoprostol 60% dinoprostone,C1709707|C0042232|C0011209|C0450371|C0439227|G0000000|C0450371|G0000000|C0085590|C0085174|C0450371|C0085174|C0450371|C0012472
90,40 ||| RESULTS ||| 1.3 ||| They were 28.8 AE 5.5 years of age.,P,28 8 ae 5 5 age,C0450371|G0000000|C3887670|G0000000|G0000000|C0001779
91,108 ||| STATISTICAL ANALYSIS ||| 2.64 ||| Rouzi.,N,rouzi,G0000000
92,95 ||| STATISTICAL ANALYSIS ||| 2.51 ||| The median and maximum doses of OMS used were not reported.,N,median maximum doses oms reported,C0549183|C0806909|C0178602|C1833692|C0684224
93,"88 ||| STATISTICAL ANALYSIS ||| 2.44 ||| Our success rate in the entire cohort was similar to what is reported in the literature (63%); however, the 15% difference between dinoprostone (55%) and misoprostol (70%) subjects bordered on statistical significance (P ¼ .05).",N,success rate entire cohort reported literature 63% 15% difference dinoprostone 55% misoprostol 70% subjects bordered statistical significance 05,C0597535|C0871208|C0439751|C0599755|C0684224|C0023866|C0450371|C0450371|C1705241|C0012472|C0450371|C0085174|C0450371|C0681850|C0205284|C0038215|C0237881|C0450371
94,"43 ||| RESULTS ||| 1.6 ||| Women in the misoprostol group received a median of 9 (range, 2e11) doses (median dose, 340 mg; range, 40e460 mg).",I,women misoprostol received median 9 range 2e11 doses median dose 340 range 40e460,C0043210|C0085174|C1514756|C0549183|G0000000|C1514721|G0000000|C0178602|C0549183|C0178602|C1442061|C1514721|G0000000
95,"61 ||| STATISTICAL ANALYSIS ||| 2.17 ||| Oxytocin was used in fewer patients in the misoprostol group (n ¼ 36, 45.0%) compared with the dinoprostone group (n ¼ 46, 57.5%); however, the difference was not statistically significant (P ¼ .114).",O,oxytocin fewer patients misoprostol 36 45 0% compared dinoprostone 46 57 5% difference statistically 114,C0030095|C0205388|C0030705|C0085174|C0450371|C0450371|G0000000|C1707455|C0012472|C0450371|C0450371|G0000000|C1705241|C0038215|C1442061
96,"56 ||| STATISTICAL ANALYSIS ||| 2.12 ||| Proportions achieving vaginal delivery within 24 hours were similar between groups for women with previous childbirth (P ¼ .313); however, the proportion of women successfully induced was significantly greater for nulliparous women in the misoprostol group (24 of 51, 58.5%) compared with the dinoprostone vaginal insert group (12 of 36, 33.3%; P ¼ .027).",I,proportions achieving vaginal delivery 24 hours women previous childbirth 313 proportion women induced nulliparous women misoprostol 24 51 58 5% compared dinoprostone vaginal insert 12 36 33 3% 027,C1709707|G0000000|C0042232|C0011209|C0450371|C0439227|C0043210|C0205156|C0005615|C1442061|C1709707|C0043210|C0205263|C0425979|C0043210|C0085174|C0450371|C0450371|C0450371|G0000000|C1707455|C0012472|C0042232|C0441587|C0450371|C0450371|C0450371|G0000000|C1442061
97,"124 ||| STATISTICAL ANALYSIS ||| 2.80 ||| In addition to limitations on the primary endpoint, the disadvantages of small studies are particularly evident when assessing safety, in which detecting a significant increase in adverse events that have a low background incidence can require an unachievable number of subjects.",N,addition limitations primary endpoint disadvantages studies evident assessing safety detecting increase adverse events low background incidence require unachievable subjects,C0332287|C0449295|C0205225|C2349179|G0000000|C0947630|C3887511|C1516048|C0036043|C0442726|C0442805|G0000000|C0441471|C0205251|C1706907|C0021149|G0000000|G0000000|C0681850
98,"42 ||| RESULTS ||| 1.5 ||| Three fourths of the women had a Bishop score of 3 or less at baseline, and postterm was the primary induction indication for 93 (58.1%) women.",P,fourths women bishop score 3 baseline postterm primary induction indication 93 58 1% women,C0205438|C0043210|C1551458|C0449820|G0000000|C0168634|C1398117|C0205225|C0205263|C0392360|C0450371|C0450371|G0000000|C0043210
99,"129 ||| ACKNOWLEDGMENT ||| 3.1 ||| This project was funded by the Deanship of Scientific Research (DSR), King Abdulaziz University, Jeddah, under grant 5 / 11 /430.",N,project funded deanship scientific dsr king abdulaziz university jeddah grant 5 / 11 /430,C1709701|C0016820|G0000000|C0036397|C0596468|G0000000|G0000000|C0041740|G0000000|C0018173|G0000000|G0000000|C0450371|C1442061
100,"49 ||| STATISTICAL ANALYSIS ||| 2.5 ||| Before administering the 40 mg and 50 mg doses, 1 more hour of observation was given.",I,administering 40 50 doses 1 hour observation,C1533734|C0450371|C0450371|C0178602|G0000000|C0439227|C0302523
101,"92 ||| STATISTICAL ANALYSIS ||| 2.48 ||| In 2003, Dällenbach et al 10 published an RCT between titrated oral misoprosincreased to 40 mg every 2 hours until hourly until adequate uterine contractions occurred.",I,2003 dllenbach al 10 published rct titrated oral misoprosincreased 40 2 hours hourly adequate uterine contractions occurred,G0000000|G0000000|C0202311|C0450371|C0034037|G0000000|C1883350|C0442027|G0000000|C0450371|G0000000|C0439227|C0558292|C0205410|C0042149|C1140999|C1709305
102,"113 ||| STATISTICAL ANALYSIS ||| 2.69 ||| The 24 hour delivery rate was 28.1% and 46.9% in the titrated and static dose groups, respectively, despite a significantly higher mean total misoprostol dose given subjects in the titrated group (236.2 vs 103.1 mg; P ¼ .001).",I,24 hour delivery rate 28 1% 46 9% titrated static dose total misoprostol dose subjects titrated 236 2 103 1 001,C0450371|C0439227|C0011209|C0871208|C0450371|G0000000|C0450371|G0000000|C1883350|C0441463|C0178602|C0439175|C0085174|C0178602|C0681850|C1883350|C1442061|G0000000|C1442061|G0000000|C1442061
103,"33 |||  ||| 0.33 ||| The primary outcome variable was successful labor induction, defined as the proportion of women achieving vaginal delivery within 24 hours after treatment initiation.",O,primary outcome variable successful labor induction defined proportion women achieving vaginal delivery 24 hours treatment initiation,C0205225|C1274040|C0439828|C0597535|C0022864|C0205263|C1704788|C1709707|C0043210|G0000000|C0042232|C0011209|C0450371|C0439227|C0039798|C0589507
104,21 |||  ||| 0.21 ||| The objective of this study was to compare the efficacy and safety of a stepwise protocol of hourly titrated oral misoprostol with vaginal dinoprostone insert in women scheduled for labor induction.,P,objective study compare efficacy safety stepwise protocol hourly titrated oral misoprostol vaginal dinoprostone insert women scheduled labor induction,C0018017|C0557651|C1707455|C1280519|C0036043|G0000000|C0442711|C0558292|C1883350|C0442027|C0085174|C0042232|C0012472|C0441587|C0043210|C0086960|C0022864|C0205263
105,"54 ||| STATISTICAL ANALYSIS ||| 2.10 ||| Dichotomous variables were compared between groups using c 2 analysis, and continuous variables using delivery was achieved within 24 hours in 100 subjects (62.5%): 44 (42 normal vaginal deliveries and 2 ventouse extractions) in the dinoprostone vaginal insert group (55.0%) and 56 (55 normal vaginal deliveries and 1 ventouse extraction) in the misoprostol group (70.0%) (P ¼ .05; power, 50%; relative risk relative risk [RR], 1.5, 95% confidence interval [CI], 0.99e2.27) ( Table 2).",I,dichotomous variables compared 2 analysis continuous variables delivery achieved 24 hours 100 subjects 62 5% 44 42 normal vaginal deliveries 2 ventouse extractions dinoprostone vaginal insert 55 0% 56 55 normal vaginal deliveries 1 ventouse extraction misoprostol 70 0% 05 power 50% relative risk relative risk rr 1 5 95% confidence interval ci 0 99e2 27 table 2,C2827654|C0439828|C1707455|G0000000|C0002778|C0549178|C0439828|C0011209|G0000000|C0450371|C0439227|C1442061|C0681850|C0450371|G0000000|C0450371|C0450371|C0205307|C0042232|C0011209|G0000000|G0000000|C0185115|C0012472|C0042232|C0441587|C0450371|G0000000|C0450371|C0450371|C0205307|C0042232|C0011209|G0000000|G0000000|C0185115|C0085174|C0450371|G0000000|C0450371|C0032863|C0450371|C0080103|C0035647|C0080103|C0035647|G0000000|G0000000|G0000000|C0450371|C0237529|C1272706|C0008107|G0000000|G0000000|C0450371|C0039224|G0000000
106,47 ||| STATISTICAL ANALYSIS ||| 2.3 ||| The starting dose was 20 mg hourly for 2 doses.,I,starting dose 20 hourly 2 doses,C0439659|C0178602|C0450371|C0558292|G0000000|C0178602
107,"122 ||| STATISTICAL ANALYSIS ||| 2.78 ||| However, such an effect can operate in either direction and is minimized by our standard labor ward management policies.",N,operate direction minimized standard labor ward management policies,C3242339|C0449738|G0000000|C1442989|C0022864|C1305702|C0001554|C0242456
108,39 ||| RESULTS ||| 1.2 ||| The groups were similar for demographic and clinical factors (Table 1).,N,demographic clinical factors table 1,C0011298|C0205210|C1521761|C0039224|G0000000
109,"57 ||| STATISTICAL ANALYSIS ||| 2.13 ||| In addition, proportions were similar between groups for women with indications for induction other than status postterm, whereas significantly more misoprostol-treated postterm women delivered vaginally within 24 hours (37 of 48, 77.1%) compared with dinoprostonetreated women (25 of 45, 55.6%; P ¼ .028).",P,addition proportions women indications induction status postterm misoprostol-treated postterm women delivered vaginally 24 hours 37 48 77 1% compared dinoprostonetreated women 25 45 55 6% 028,C0332287|C1709707|C0043210|C0392360|C0205263|C0449438|C1398117|C0085174|C1398117|C0043210|C1705822|G0000000|C0450371|C0439227|C0450371|C0450371|C0450371|G0000000|C1707455|G0000000|C0043210|C0450371|C0450371|C0450371|G0000000|C1442061
110,"25 |||  ||| 0.25 ||| Women were randomized into the misoprostol or dinoprostone groups (1:1) using computer-generated numbers, with allocation concealed in opaque envelopes distributed by the obstetrics ward nurse.",N,women randomized misoprostol dinoprostone 1 1 computer-generated allocation concealed opaque envelopes distributed obstetrics ward nurse,C0043210|C0034656|C0085174|C0012472|G0000000|G0000000|C0009622|C1706778|C0443189|C0029053|C1622204|C1704711|C0028773|C1305702|C0028661
111,1 |||  ||| 0.1 ||| OBJECTIVE: The objective of the study was to compare the efficacy and safety of hourly titrated oral misoprostol with vaginal dinoprostone insert.,P,objective objective study compare efficacy safety hourly titrated oral misoprostol vaginal dinoprostone insert,C0018017|C0018017|C0557651|C1707455|C1280519|C0036043|C0558292|C1883350|C0442027|C0085174|C0042232|C0012472|C0441587
112,"38 ||| RESULTS ||| 1.1 ||| A total of 160 women were enrolled between January 2011 and July 2012, of whom 80 were randomized to the misoprostol and 80 to the dinoprostone vaginal insert groups (Figure).",P,total 160 women enrolled january 2011 july 2012 80 randomized misoprostol 80 dinoprostone vaginal insert figure,C0439175|C1442061|C0043210|G0000000|C3829466|G0000000|C3829447|G0000000|C0450371|C0034656|C0085174|C0450371|C0012472|C0042232|C0441587|G0000000
113,"45 ||| STATISTICAL ANALYSIS ||| 2.1 ||| Pharmaceuticals, Leicester, UK) dissolved in 200 mL of water, following the procedure described in other studies.",I,pharmaceuticals leicester uk dissolved 200 water procedure studies,C1135440|G0000000|C0041700|C1549535|C1442061|C0043047|C0184661|C0947630
114,112 ||| STATISTICAL ANALYSIS ||| 2.68 ||| Obstetrics Research static dosing (50 mg of misoprostol orally every 4 hours up to 12 hours) in a small study (32 women/group) reported in 2012.,I,obstetrics static dosing 50 misoprostol orally 4 hours 12 hours study 32 women/group reported 2012,C0028773|C0441463|G0000000|C0450371|C0085174|C0442027|G0000000|C0439227|C0450371|C0439227|C0557651|C0450371|C0242543|C0684224|G0000000
115,"24 |||  ||| 0.24 ||| Women with contraindications for use of either drug, previous cesarean section or other uterine surgery, severe pregnancy-induced hypertension (abnormal liver function tests, protein >1 g/d, blood pressure of !160/ 100 mm Hg), parity of 4 or more, or with uterine contractions were excluded.",P,women contraindications drug previous cesarean uterine surgery severe pregnancy-induced hypertension abnormal liver function tests protein 1 g/d blood pressure 160/ 100 mm hg parity 4 uterine contractions excluded,C0043210|C0079164|C0013227|C0205156|C3841297|C0042149|C0038894|C0205082|C0032961|C0020538|C0205161|C0023884|C0031843|C0022885|C0033684|G0000000|C0439417|C0005767|C0033095|C1442061|C1442061|G0000000|C0025424|C0030563|G0000000|C0042149|C1140999|C1554077
116,"44 ||| RESULTS ||| 1.7 ||| In the entire cohort, vaginal from a 1 mg/mL solution prepared from a 200 mg misoprostol tablet (Cytotec; Searle",I,entire cohort vaginal 1 mg/ml solution prepared 200 misoprostol tablet cytotec searle,C0439751|C0599755|C0042232|G0000000|C0439294|C0037633|C4082130|C1442061|C0085174|C0039225|C0591321|C0331897
117,"107 ||| STATISTICAL ANALYSIS ||| 2.63 ||| titrated misoprostol dosing (20 mg hourly orally for 4 doses and then 40 mg NICU, neonatal intensive care unit.",I,titrated misoprostol dosing 20 hourly orally 4 doses 40 nicu neonatal intensive care unit,C1883350|C0085174|G0000000|C0450371|C0558292|C0442027|G0000000|C0178602|C0450371|C0021709|C1552240|C0162425|C1947933|C0439148
118,"120 ||| STATISTICAL ANALYSIS ||| 2.76 ||| An adverse reaction considered related to misoprostol resulted in switching 1 subject in our study to dinoprostone because of uterine tachysystole and hyperstimulation, shivering, vomiting, and nausea.",N,adverse reaction considered misoprostol switching 1 subject study dinoprostone uterine tachysystole hyperstimulation shivering vomiting nausea,G0000000|C0443286|C0750591|C0085174|C1707719|G0000000|C0681850|C0557651|C0012472|C0042149|C2985339|G0000000|C0036973|C0042963|C0027497
119,"126 ||| STATISTICAL ANALYSIS ||| 2.82 ||| Subsequent to this comparison with our standard protocol, further studies focusing on OMS are warranted to more clearly determine the optimal regimen.-",N,subsequent comparison standard protocol studies focusing oms warranted determine optimal regimen -,C0332282|C1707455|C1442989|C0442711|C0947630|C0000936|C1833692|G0000000|G0000000|C2698651|C0040808|G0000000
120,"58 ||| STATISTICAL ANALYSIS ||| 2.14 ||| Although more women in the dinoprostone vaginal insert group whose Bishop score at baseline was 4 or 5 had successful induction (17 of 20, 85.0%) compared with the misoprostol group (13 of 21, 61.9%), the difference was not statistically significant (P ¼ .095).",O,women dinoprostone vaginal insert bishop score baseline 4 5 successful induction 17 20 85 0% compared misoprostol 13 21 61 9% difference statistically 095,C0043210|C0012472|C0042232|C0441587|C1551458|C0449820|C0168634|G0000000|G0000000|C0597535|C0205263|C0450371|C0450371|C0450371|G0000000|C1707455|C0085174|C0450371|C0450371|C0450371|G0000000|C1705241|C0038215|C1442061
121,17 |||  ||| 0.17 ||| Misoprostol has a short half-life (20-40 minutes) following oral administration.,I,misoprostol short half-life 20-40 minutes oral administration,C0085174|C1282927|C0018517|C0450371|C0439232|C0442027|C0001554
122,"72 ||| STATISTICAL ANALYSIS ||| 2.28 ||| The woman in the dinoprostone group underwent cesarean delivery approximately 20 hours after treatment, and the woman in the oral misoprostol group had a vaginal delivery after approximately 23 hours.",I,woman dinoprostone underwent cesarean delivery 20 hours treatment woman oral misoprostol vaginal delivery 23 hours,C0043210|C0012472|G0000000|C3841297|C0011209|C0450371|C0439227|C0039798|C0043210|C0442027|C0085174|C0042232|C0011209|C0450371|C0439227
123,103 ||| STATISTICAL ANALYSIS ||| 2.59 ||| Apgar score <7 at 1 min 7 (8.75) 10 (12.5) .442,I,apgar score <7 1 min 7 8 75 10 12 5 442,C0741195|C0449820|G0000000|G0000000|C0702093|G0000000|G0000000|C0450371|C0450371|C0450371|G0000000|C1442061
124,15 |||  ||| 0.15 ||| Randomized clinical trial between hourly titrated oral misoprostol and vaginal dinoprostone for induction of labor.,I,randomized clinical trial hourly titrated oral misoprostol vaginal dinoprostone induction labor,C0034656|C0205210|C0008976|C0558292|C1883350|C0442027|C0085174|C0042232|C0012472|C0205263|C0022864
125,"14 |||  ||| 0.14 ||| Cite this article as: Rouzi AA, Alsibiani S, Mansouri N, et al.",N,cite article rouzi aa alsibiani mansouri al,G0000000|C1706852|G0000000|C0282379|G0000000|G0000000|C0202311
126,12 |||  ||| 0.12 ||| The groups were similar for demographic and clinical factors.,N,demographic clinical factors,C0011298|C0205210|C1521761
127,"74 ||| STATISTICAL ANALYSIS ||| 2.30 ||| Proportions of neonates with an Apgar score less than 7 at 1 minute were similar between groups (P ¼ .442), and all scores were 7 or greater at 5 minutes.",I,proportions neonates apgar score 7 1 minute 442 scores 7 5 minutes,C1709707|C0021289|C0741195|C0449820|G0000000|G0000000|C0439232|C1442061|C0449820|G0000000|G0000000|C0439232
128,"20 |||  ||| 0.20 ||| Based on pharmacokinetics, previously published regimens, and the incidence of side effects, we hypothesized that stepwise hourly titrated oral misoprostol is efficacious and safe.",O,based pharmacokinetics published regimens incidence effects hypothesized stepwise hourly titrated oral misoprostol efficacious safe,C1527178|C0031327|C0034037|C2945654|C0021149|C1280500|G0000000|G0000000|C0558292|C1883350|C0442027|C0085174|C1280519|G0000000
129,"79 ||| STATISTICAL ANALYSIS ||| 2.35 ||| Although misoprostol is not approved for labor induction, its comparative cost advantage over dinoprostone combined with greater satisfaction with oral administration contributed to its widespread off-label use for this indication.",O,misoprostol approved labor induction comparative cost advantage dinoprostone combined satisfaction oral administration contributed widespread off-label indication,C0085174|C0205540|C0022864|C0205263|G0000000|C0010186|G0000000|C0012472|C0205195|C0242428|C0442027|C0001554|C1880177|C0205219|C0181496|C0392360
