id,sentences,label,sentences_tokens,cuis
55,75 ||| Results ||| 4.26 ||| No deaths occurred during double-blind treatment.,O,deaths occurred double-blind treatment,C0011065|C1709305|C0013072|C0039798
56,74 ||| Results ||| 4.25 ||| Two deaths occurred during the single-blind placebo run-in phase; both were deemed not related to study drug.,O,deaths occurred single-blind placebo run-in phase deemed study drug,C0011065|C1709305|C0242570|C0032042|C3274438|C0205390|G0000000|C0557651|C0013227
57,31 ||| Outcomes ||| 2.5 ||| Daytime and nighttime ABPM assessments and biomarker data will be reported separately.,N,daytime nighttime abpm assessments biomarker data reported separately,C0332169|C0240526|G0000000|C1261322|C0005516|C1511726|C0684224|G0000000
58,"97 ||| Results ||| 4.48 ||| A 24 -h ABPM diastolic blood pressure, baseline to week 8 B 24 -h ABPM systolic blood pressure, baseline to week 8 C Blood pressure control rates, baseline to week 4 Figure 3 : Changes in trough seated diastolic and systolic blood pressure in the ambulatory blood pressure monitoring substudy and blood pressure control rates between baseline and week 8",I,24 -h abpm diastolic blood pressure baseline week 8 24 -h abpm systolic blood pressure baseline week 8 blood pressure control rates baseline week 4 figure 3 trough seated diastolic systolic blood pressure ambulatory blood pressure monitoring substudy blood pressure control rates baseline week 8,C0450371|C0033727|G0000000|C0012000|C0005767|C0033095|C0168634|C0332174|G0000000|C0450371|C0033727|G0000000|C0039155|C0005767|C0033095|C0168634|C0332174|G0000000|C0005767|C0033095|C0243148|C0871208|C0168634|C0332174|G0000000|G0000000|G0000000|C0444506|C0277814|C0012000|C0039155|C0005767|C0033095|C0439841|C0005767|C0033095|C0150369|G0000000|C0005767|C0033095|C0243148|C0871208|C0168634|C0332174|G0000000
59,45 ||| Statistical analysis ||| 3.12 ||| The trial was designed jointly by the principal investigator (TDG) and the study sponsor.,N,trial designed jointly principal investigator tdg study sponsor,C0008976|C1707689|G0000000|C0205225|C0035173|C1442760|C0557651|C1711305
60,49 ||| Statistical analysis ||| 3.16 ||| ITT=intention-to-treat.,N,itt=intention-to-treat,C0162425
61,"7 ||| Introduction ||| 1.5 ||| This study was done in compliance with the International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use guidelines and the US Food and Drug Administration (FDA) guidelines for good clinical practice, and in accordance with the ethical principles originating from the Declaration of Helsinki and the US FDA Code of Federal Regulations Title 21, section 312.120.",N,study compliance international conference harmonisation technical requirements registration pharmaceuticals human guidelines food drug administration fda guidelines clinical practice ethical principles originating declaration helsinki fda code federal regulations title 21 312 120,C0557651|C0009563|C1512888|C0086047|G0000000|C0449851|C1514873|C1514821|C1135440|C0086418|C0162791|C0016452|C0013227|C0001554|C0041714|C0162791|C0205210|C0237607|C0026531|G0000000|G0000000|G0000000|G0000000|C0041714|C0009219|G0000000|C0220905|C1519530|C0450371|C1442061|C1442061
62,"55 ||| Results ||| 4.6 ||| At week 8, the fi xed-dose combination 20 and 320 mg/day group had signifi cantly greater reductions in diastolic blood pressure from baseline than both nebivolol 40 mg/day (p=0·030) and valsartan 320 mg/day (p<0·0001; primary statistical comparisons); all other comparisons were also signifi cant, favouring the fi xed-dose combinations (all p<0·0001).",O,week 8 fi xed-dose combination 20 320 mg/day signifi cantly reductions diastolic blood pressure baseline nebivolol 40 mg/day p=0030 valsartan 320 mg/day p<00001 primary statistical comparisons comparisons signifi favouring fi xed-dose combinations p<00001,C0332174|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|G0000000|G0000000|C0301630|C0012000|C0005767|C0033095|C0168634|C0068475|C0450371|C0439422|C0369773|C0216784|C1442061|C0439422|C0369773|C0205225|C0038215|C1707455|C1707455|G0000000|G0000000|C4050619|C0178602|C0453882|C0369773
63,"94 ||| Results ||| 4.45 ||| Additionally, a stron g placebo response, especially among Hispanics and participants at least 65 years old, and also among the small number of elderly participants, makes assessment of the effi cacy of the combination in those subgroups diffi cult.",I,additionally stron placebo response hispanics participants 65 elderly participants assessment effi cacy combination subgroups diffi cult,G0000000|G0000000|C0032042|C0871261|C0086409|C0679646|C0450371|C0001792|C0679646|C1261322|G0000000|C1419788|C0205195|C1079230|G0000000|C0337775
64,"98 ||| Results ||| 4.49 ||| A Pulse rate, baseline to week 8 B Pulse pressure, baseline to week 8 (post-hoc analysisFigure 4 : Mean changes in pulse rate and pulse pressure between baseline and week 8",I,pulse rate baseline week 8 pulse pressure baseline week 8 post-hoc analysisfigure 4 pulse rate pulse pressure baseline week 8,C0232117|C0871208|C0168634|C0332174|G0000000|C0232117|C0033095|C0168634|C0332174|G0000000|C0687676|G0000000|G0000000|C0232117|C0871208|C0232117|C0033095|C0168634|C0332174|G0000000
65,"41 ||| Statistical analysis ||| 3.8 ||| The analyses of binary outcomes were done using a logistic regression model with treatment group as class variable and baseline blood pressure (diastolic or systolic blood pressure, as applicable) as a covariate.",O,analyses binary outcomes logistic regression model treatment class variable baseline blood pressure diastolic systolic blood pressure applicable covariate,C0002778|C1706942|C1274040|C0242415|C0684320|C3161035|C0039798|C0456387|C0439828|C0168634|C0005767|C0033095|C0012000|C0039155|C0005767|C0033095|C1272460|G0000000
66,"43 ||| Statistical analysis ||| 3.10 ||| This study is registered with ClinicalTrials.gov, NCT01508026.",N,study registered clinicaltrials gov nct01508026,C0557651|C1514821|G0000000|C1419208|G0000000
67,"87 ||| Results ||| 4.38 ||| Data interpretation is limited by several factors, including the size of the ABPM substudy, which might have been too small to capture a signifi cant diff erence in 24-h ABPM data between the groups treated with fi xeddose combination 20 and 320 mg/day and nebivolol 40 mg/day.",N,data interpretation limited factors including size abpm substudy capture signifi diff erence 24-h abpm data treated fi xeddose combination 20 320 mg/day nebivolol 40 mg/day,C1511726|C0459471|C0439801|C1521761|C0332257|C0456389|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|C0450371|G0000000|C1511726|C1522326|C4050619|G0000000|C0205195|C0450371|C1442061|C0439422|C0068475|C0450371|C0439422
68,"23 ||| Introduction ||| 1.21 ||| A 24-h ABPM was recorded from substudy participants at week 0 and week 8 using a Spacelabs 90207 (Snoqualmie, WA, USA) oscillometric device that was automatically set to measure and record blood pressure.",I,24-h abpm recorded substudy participants week 0 week 8 spacelabs 90207 snoqualmie wa usa oscillometric device automatically set measure record blood pressure,C0450371|G0000000|C0034869|G0000000|C0679646|C0332174|G0000000|C0332174|G0000000|G0000000|G0000000|C1551553|C0027366|C0041703|C0029375|C0025080|C3842331|C0036849|C0079809|C0034869|C0005767|C0033095
69,"63 ||| Results ||| 4.14 ||| In the ABPM substudy, the reduction in 24-h diastolic and systolic blood pressure at week 8 was signifi cantly greater in the fi xed-dose combination 20 and 320 mg/day group than in the valsartan 320 mg/day group, but was not signifi cantly greater than in the nebivolol 40 mg/day group (fi gure 3A and 3B).",I,abpm substudy reduction 24-h diastolic systolic blood pressure week 8 signifi cantly fi xed-dose combination 20 320 mg/day valsartan 320 mg/day signifi cantly nebivolol 40 mg/day fi gure 3a 3b,G0000000|G0000000|C0301630|C0450371|C0012000|C0039155|C0005767|C0033095|C0332174|G0000000|G0000000|G0000000|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C0216784|C1442061|C0439422|G0000000|G0000000|C0068475|C0450371|C0439422|C4050619|G0000000|C1420849|C1420850
70,"85 ||| Results ||| 4.36 ||| Finally, post-hoc and exploratory fi ndings suggest that the nebivolol and valsartan fi xed-dose combination has a haemodynamic eff ect that includes reductions in both pulse rate and pulse pressure (consistent with pharmacological properties of individual components) 10,15 and that this combination would be eff ective in a wide variety of patients.",O,finally post-hoc exploratory fi ndings nebivolol valsartan fi xed-dose combination haemodynamic eff ect includes reductions pulse rate pulse pressure consistent pharmacological properties individual components 10 15 combination eff ective wide variety patients,G0000000|C0687676|G0000000|C4050619|G0000000|C0068475|C0216784|C4050619|C0178602|C0205195|C0019010|G0000000|C0013806|C0332257|C0301630|C0232117|C0871208|C0232117|C0033095|C0332290|C0031330|C0871161|C0027361|C0449432|C0450371|C0450371|C0205195|G0000000|G0000000|C0332464|C1883525|C0030705
71,"32 ||| Outcomes ||| 2.6 ||| Subgroup analyses for the primary and key secondary effi cacy parameters were done according to participants' sex, body-mass index (<30 kg/m² or ≥30 kg/m²), ethnic origin (Hispanic or not), race (black or non-black), baseline diastolic blood pressure category (<median or ≥median), diabetes status (yes or no), and age (<65 years or ≥65 years).",P,subgroup analyses primary key secondary effi cacy parameters participants sex body-mass <30 kg/m 30 kg/m ethnic origin hispanic race black non-black baseline diastolic blood pressure category <median median diabetes status age <65 65,C1079230|C0002778|C0205225|G0000000|C0027627|G0000000|C1419788|C0449381|C0679646|C0009253|C0518010|C0450371|C1532718|C0450371|C1532718|C0015031|C0079946|C0086409|C0034510|C0005680|C1518422|C0168634|C0012000|C0005767|C0033095|C0683312|C0549183|C0549183|C0011847|C0449438|C0001779|C0450371|C0450371
72,93 ||| Results ||| 4.44 ||| Better effi cacy and comparable tolerability of the fi xed-dose combination compared with its monotherapy components suggests that nebivolol and valsartan in combination would be an eff ective and safe treatment option for patients with hypertension but with systolic and diastolic blood pressure less than 180/110 mm Hg.,O,effi cacy comparable tolerability fi xed-dose combination compared monotherapy components suggests nebivolol valsartan combination eff ective safe treatment option patients hypertension systolic diastolic blood pressure 180/110 mm hg,G0000000|C1419788|G0000000|C3274448|C4050619|C0178602|C0205195|C1707455|G0000000|C0449432|C1705535|C0068475|C0216784|C0205195|G0000000|G0000000|G0000000|C0039798|C1518601|C0030705|C0020538|C0039155|C0012000|C0005767|C0033095|C1442061|G0000000|C0025424
73,"8 ||| Introduction ||| 1.6 ||| All enrolled participants provided voluntary, written informed consent and Health Insurance Portability and Accountability Act authorisation before participation in the study.",P,enrolled participants provided voluntary written informed consent health insurance portability accountability authorisation participation study,G0000000|C0679646|C1999230|C0439656|C0043266|C1522154|C1511481|C0018684|C0021672|C0872386|C0078889|C0680281|C0679823|C0557651
74,54 ||| Results ||| 4.5 ||| The mean diff erence in diastolic blood pressure between baseline and week 8 ranged from -14·8 mm Hg (SD 9·2) for the 10 and 160 mg/day fi xed-dose combination to −15·7 mm Hg (9·6) for the 20 and 320 mg/day fi xed-dose combination; from -12·7 mm Hg (9·0) fo r nebivolol 10 mg/day to −14·4 mm Hg (9·4) for nebivolol 40 mg/day; and from -10·8 mm Hg (9·6) for valsartan 160 mg/day to −11·2 mm Hg (9·3) for valsartan 320 mg/day (fi gure 2A).,P,diff erence diastolic blood pressure baseline week 8 ranged -148 mm hg sd 92 10 160 mg/day fi xed-dose combination 157 mm hg 96 20 320 mg/day fi xed-dose combination -127 mm hg 90 fo nebivolol 10 mg/day 144 mm hg 94 nebivolol 40 mg/day -108 mm hg 96 valsartan 160 mg/day 112 mm hg 93 valsartan 320 mg/day fi gure 2a,G0000000|G0000000|C0012000|C0005767|C0033095|C0168634|C0332174|G0000000|C1514721|C1442061|G0000000|C0025424|C2699239|C0450371|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1442061|G0000000|C0025424|C0450371|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1442061|G0000000|C0025424|C0450371|G0000000|C0068475|C0450371|C0439422|C1442061|G0000000|C0025424|C0450371|C0068475|C0450371|C0439422|C1442061|G0000000|C0025424|C0450371|C0216784|C1442061|C0439422|C1442061|G0000000|C0025424|C0450371|C0216784|C1442061|C0439422|C4050619|G0000000|C1420849
75,"81 ||| Results ||| 4.32 ||| Adverse events commonly associated with β-blocker use (eg, bradycardia, fatigue, and dizziness) 19,20 were noted with the highest nebivolol dose (40 mg/day, which is rarely used in clinical practice and is associated with a loss of β 1 selectivity",I,adverse events commonly -blocker bradycardia fatigue dizziness 19 20 nebivolol dose 40 mg/day rarely clinical practice loss 1 selectivity,G0000000|C0441471|G0000000|G0000000|C0428977|C0015672|C0012833|C0450371|C0450371|C0068475|C0178602|C0450371|C0439422|C0522498|C0205210|C0237607|C1517945|G0000000|C0036576
76,4 ||| Introduction ||| 1.2 ||| Nebivolol and valsartan are two antihypertensive drugs with proven safety and tolerability.,O,nebivolol valsartan antihypertensive drugs proven safety tolerability,C0068475|C0216784|C0003364|C0013227|C0456369|C0036043|C3274448
77,"62 ||| Results ||| 4.13 ||| A similar fi xed-dose combination eff ect was evident at week 4: for both diastolic and systolic blood pressure, a signifi cant advantage of fi xed-dose combinations 5 and 80 mg/day and 5 and 160 mg/day was noted for all comparisons with their corresponding monotherapies (nebivolol 5 mg/day and valsartan 80 mg/day or 160 mg/day; all p<0·001), except for a diff erence between fi xed-dose combination 5 and 160 mg/day and valsartan 160 mg/day on systolic blood pressure (p=0·11; fi gure 2C and 2D).",O,fi xed-dose combination eff ect evident week 4 diastolic systolic blood pressure signifi advantage fi xed-dose combinations 5 80 mg/day 5 160 mg/day comparisons monotherapies nebivolol 5 mg/day valsartan 80 mg/day 160 mg/day p<0001 diff erence fi xed-dose combination 5 160 mg/day valsartan 160 mg/day systolic blood pressure p=011 fi gure 2c 2d,C4050619|C0178602|C0205195|G0000000|C0013806|C3887511|C0332174|G0000000|C0012000|C0039155|C0005767|C0033095|G0000000|G0000000|C4050619|C0178602|C0453882|G0000000|C0450371|C0439422|G0000000|C1442061|C0439422|C1707455|G0000000|C0068475|G0000000|C0439422|C0216784|C0450371|C0439422|C1442061|C0439422|C0369773|G0000000|G0000000|C4050619|C0178602|C0205195|G0000000|C1442061|C0439422|C0216784|C1442061|C0439422|C0039155|C0005767|C0033095|C0369773|C4050619|G0000000|C4053564|C0043316
78,"16 ||| Introduction ||| 1.14 ||| Random isation was stratifi ed by participation in a biomarker (plasma renin activity and aldosterone concentration) and ABPM substudy and by type 2 diabetes mellitus status, and was done in blocks of 15.",P,random isation stratifi participation biomarker plasma renin activity aldosterone concentration abpm substudy type 2 diabetes mellitus status blocks 15,C0034656|G0000000|G0000000|C0679823|C0005516|C0032105|C0035094|C0205177|C0002006|C0004268|G0000000|G0000000|C0332307|G0000000|C0011847|G0000000|C0449438|C0028778|C0450371
79,21 ||| Introduction ||| 1.19 ||| The mean of the last three values constituted the blood pressure value for the visit.,N,values constituted blood pressure visit,C0042295|G0000000|C0005767|C0033095|C0545082
80,"46 ||| Statistical analysis ||| 3.13 ||| The sponsor was responsible for study monitoring, data management, inventory and distribution of clinical supplies, and data collection and analysis.",N,sponsor responsible study monitoring data management inventory distribution clinical supplies data collection analysis,C1711305|C1273518|C0557651|C0150369|C1511726|C0001554|C0021941|C0520511|C0205210|C0038848|C1511726|C1516698|C0002778
81,"106 ||| Results ||| 4.57 ||| MAW has received speaker, consultant, or research fees from Forest, Boehringer-Ingelheim, Daiichi-Sankyo, Takeda, Medtronic, Boston Scientifi c, AstraZeneca, and Arbor.",I,maw received speaker consultant fees forest boehringer-ingelheim daiichi-sankyo takeda medtronic boston scientifi astrazeneca arbor,G0000000|C1514756|C1707716|C0009817|C0015751|C0086312|C0331792|G0000000|G0000000|G0000000|C0006037|G0000000|G0000000|G0000000
82,"65 ||| Results ||| 4.16 ||| For participants treated with a fi xed-dose combination, changes in pulse rate from baseline to week 8 were similar to those in participants treated with the corresponding nebivolol monotherapies, and in participants taking  valsartan only, mean pulse rate changes were similar to those reported in participants receiving placebo (fi gure 4A).",I,participants treated fi xed-dose combination pulse rate baseline week 8 participants treated nebivolol monotherapies participants valsartan pulse rate reported participants receiving placebo fi gure 4a,C0679646|C1522326|C4050619|C0178602|C0205195|C0232117|C0871208|C0168634|C0332174|G0000000|C0679646|C1522326|C0068475|G0000000|C0679646|C0216784|C0232117|C0871208|C0684224|C0679646|C1514756|C0032042|C4050619|G0000000|C1420849
83,"105 ||| Results ||| 4.56 ||| In the past 36 months, TDG has received personal fees from Forest Laboratories.",I,36 months tdg received personal fees forest laboratories,C0450371|C0439231|C1442760|C1514756|C1519021|C0015751|C0086312|C0022877
84,26 ||| Introduction ||| 1.24 ||| Participants were randomly assigned if adherence to treatment in the last two visits of the single-blind run-in phase averaged 80-120% and diastolic blood pressure measurements,I,participants randomly assigned adherence treatment visits single-blind run-in phase averaged 80-120% diastolic blood pressure measurements,C0679646|G0000000|C1516050|C1510802|C0039798|C0545082|C0242570|C3274438|C0205390|C1510992|C0450371|C0012000|C0005767|C0033095|C0242485
85,"29 ||| Outcomes ||| 2.3 ||| Additional prespecifi ed effi cacy parameters included changes from baseline in mean trough seated diastolic and systolic blood pressure at each visit, changes in pulse rate at week 8, and proportions of participants achieving treatment goal (blood pressure <140/90 mm Hg without type 2 diabetes or <130/80 mm Hg with type 2 diabetes, consistent with JNC7 criteria 2 ) at weeks 4 or 8.",I,additional prespecifi effi cacy parameters included baseline trough seated diastolic systolic blood pressure visit pulse rate week 8 proportions participants achieving treatment goal blood pressure <140/90 mm hg type 2 diabetes <130/80 mm hg type 2 diabetes consistent jnc7 criteria 2 weeks 4 8,C1524062|G0000000|G0000000|C1419788|C0449381|C0332257|C0168634|C0444506|C0277814|C0012000|C0039155|C0005767|C0033095|C0545082|C0232117|C0871208|C0332174|G0000000|C1709707|C0679646|G0000000|C0039798|C0018017|C0005767|C0033095|C1442061|G0000000|C0025424|C0332307|G0000000|C0011847|C1442061|G0000000|C0025424|C0332307|G0000000|C0011847|C0332290|G0000000|C0243161|G0000000|C0439230|G0000000|G0000000
86,"37 ||| Statistical analysis ||| 3.4 ||| The primary effi cacy parameter was analysed using an ANCOVA model, with treatment group and diabetes status as factors and baseline diastolic blood pressure value as a covariate.",P,primary effi cacy parameter analysed ancova model treatment diabetes status factors baseline diastolic blood pressure covariate,C0205225|G0000000|C1419788|C0549193|G0000000|C0814908|C3161035|C0039798|C0011847|C0449438|C1521761|C0168634|C0012000|C0005767|C0033095|G0000000
87,60 ||| Results ||| 4.11 ||| The least-squares mean diff erence in the key secondary endpoint between the fi xed-dose combination and nebivolol ranged from -3·6 (95% CI -5·3 to -1·8; p<0·0001) for the 10 and 160 mg/day fi xed-dose combination compared with nebivolol 10 mg/day to −2·9 (-4·7 to −1·1; p=0·001) for the 20 and 320 mg/day fi xeddose combination compared with nebivolol 40 mg/day.,I,least-squares diff erence key secondary endpoint fi xed-dose combination nebivolol ranged -36 95% ci -53 -18 p<00001 10 160 mg/day fi xed-dose combination compared nebivolol 10 mg/day 29 -47 11 p=0001 20 320 mg/day fi xeddose combination compared nebivolol 40 mg/day,C0023189|G0000000|G0000000|G0000000|C0027627|C2349179|C4050619|C0178602|C0205195|C0068475|C1514721|C0450371|C0450371|C0008107|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0068475|C0450371|C0439422|C0450371|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|G0000000|C0205195|C1707455|C0068475|C0450371|C0439422
88,"103 ||| Results ||| 4.54 ||| WC designed the study, analysed data, and revised the manuscript.",N,wc designed study analysed data revised manuscript,C0013123|C1707689|C0557651|G0000000|C1511726|C1527075|C0600659
89,2 |||  ||| 0.2 ||| We assessed the effi cacy and safety of a fi xed-dose combination of a vasodilating β blocker (nebivolol) and an angiotensin II receptor blocker (valsartan) in adults with hypertension.,P,assessed effi cacy safety fi xed-dose combination vasodilating blocker nebivolol angiotensin ii receptor blocker valsartan adults hypertension,C1516048|G0000000|C1419788|C0036043|C4050619|C0178602|C0205195|G0000000|G0000000|C0068475|C0003018|G0000000|C0597357|G0000000|C0216784|C0001675|C0020538
90,22 ||| Introduction ||| 1.20 ||| Seated pulse rate was the mean obtained at the same time the last three seated blood pressure measurements were taken.,I,seated pulse rate time seated blood pressure measurements,C0277814|C0232117|C0871208|C0040223|C0277814|C0005767|C0033095|C0242485
91,"88 ||| Results ||| 4.39 ||| Moreover, available data suggest that both increases in dose and treatment duration for nebivolol",O,data increases dose treatment duration nebivolol,C1511726|C0205217|C0178602|C0039798|C0449238|C0068475
92,57 ||| Results ||| 4.8 ||| The least-squares mean diff erence in the primary endpoint between the fi xed-dose combination and valsartan ranged from -3·7 mm Hg (95% CI -4·8 to -2·6; p<0·0001) for the 10 and 160 mg/day fi xed-dose combination compared with valsartan 160 mg/day to −4·4 (-5·4 to -3·3; p<0·0001) for the 20 and 320 mg/day fi xed-dose combination compared with valsartan 320 mg/day.,I,least-squares diff erence primary endpoint fi xed-dose combination valsartan ranged -37 mm hg 95% ci -48 -26 p<00001 10 160 mg/day fi xed-dose combination compared valsartan 160 mg/day 44 -54 -33 p<00001 20 320 mg/day fi xed-dose combination compared valsartan 320 mg/day,C0023189|G0000000|G0000000|C0205225|C2349179|C4050619|C0178602|C0205195|C0216784|C1514721|C0450371|G0000000|C0025424|C0450371|C0008107|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0216784|C1442061|C0439422|C0450371|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0216784|C1442061|C0439422
93,56 ||| Results ||| 4.7 ||| The least-squares mean diff erence in the primary endpoint between the fi xed-dose combination and nebivolol ranged from -2·4 mm Hg (95% CI -3·4 to -1·3; p<0·0001) for the 10 and 160 mg/day fi xed-dose combination compared with nebivolol 10 mg/day to −1·2 (-2·3 to −0·1; p=0·030) for the 20 and 320 mg/day fi xeddose combination compared with nebivolol 40 mg/day.,I,least-squares diff erence primary endpoint fi xed-dose combination nebivolol ranged -24 mm hg 95% ci -34 -13 p<00001 10 160 mg/day fi xed-dose combination compared nebivolol 10 mg/day 12 -23 01 p=0030 20 320 mg/day fi xeddose combination compared nebivolol 40 mg/day,C0023189|G0000000|G0000000|C0205225|C2349179|C4050619|C0178602|C0205195|C0068475|C1514721|C0450371|G0000000|C0025424|C0450371|C0008107|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C1707455|C0068475|C0450371|C0439422|C0450371|C0450371|C0450371|C0369773|C0450371|C1442061|C0439422|C4050619|G0000000|C0205195|C1707455|C0068475|C0450371|C0439422
94,80 ||| Results ||| 4.31 ||| The absence of a dose response in the fi xed-dose combination groups (fi gure 2) could be attributed to the fl at dose responses for both nebivolol 8 and valsartan.,N,absence dose response fi xed-dose combination fi gure 2 attributed fl dose responses nebivolol 8 valsartan,C0332197|C0178602|C0871261|C4050619|C0178602|C0205195|C4050619|G0000000|G0000000|C0449234|C1708024|C0178602|C0871261|C0068475|G0000000|C0216784
95,1 |||  ||| 0.1 ||| Background The fi xed-dose combination of any two antihypertensive drugs from diff erent drug classes is typically more eff ective in reducing blood pressure than a dose increase of component monotherapy.,O,background fi xed-dose combination antihypertensive drugs diff erent drug classes typically eff ective reducing blood pressure dose increase component monotherapy,C1706907|C4050619|C0178602|C0205195|C0003364|C0013227|G0000000|G0000000|C0013227|C0456387|G0000000|G0000000|G0000000|C0392756|C0005767|C0033095|C0178602|C0442805|C0449432|G0000000
96,"76 ||| Results ||| 4.27 ||| During the 8-week treatment phase, discontinuation rates because of an adverse event ranged from nine of 555 (2%) for those in the 10 and 320 mg/day and 20 and 320 mg/day fi xed-dose combination groups to 22 of 555 (4%) in the nebivolol 40 mg/day group (fi gure 1).",I,8-week treatment phase discontinuation rates adverse event ranged 555 2% 10 320 mg/day 20 320 mg/day fi xed-dose combination 22 555 4% nebivolol 40 mg/day fi gure 1,C0332174|C0039798|C0205390|C0457454|C0871208|G0000000|C0441471|C1514721|C1442061|G0000000|C0450371|C1442061|C0439422|C0450371|C1442061|C0439422|C4050619|C0178602|C0205195|C0450371|C1442061|G0000000|C0068475|C0450371|C0439422|C4050619|G0000000|G0000000
97,"83 ||| Results ||| 4.34 ||| We did not undertake a systematic review per se, but relied on fi ndings from relevant meta-analyses.",O,undertake systematic review se relied fi ndings relevant meta-analyses,G0000000|C0220922|C0282443|C0036919|G0000000|C4050619|G0000000|C2347946|C0920317
98,"77 ||| Results ||| 4.28 ||| The rates of experiencing at least one treatment-emergent adverse event in the safety population were similar across treatment groups: 100 of 277 (36%) in the placebo group, 193 of 555 (35%) in the fi xed-dose combination 10 and 160 mg/day group, 185 of 555 (33%) in the fi xed-dose combination 10 and 320 mg/day group, 189 of 554 (34%) in To our knowledge, this is the fi rst study to assess the effi cacy and safety of a fi xed-dose combination consisting of a β blocker and an angiotensin II receptor blocker in patients with hypertension (panel).",I,rates experiencing treatment-emergent adverse event safety population treatment 100 277 36% placebo 193 555 35% fi xed-dose combination 10 160 mg/day 185 555 33% fi xed-dose combination 10 320 mg/day 189 554 34% knowledge fi rst study assess effi cacy safety fi xed-dose combination consisting blocker angiotensin ii receptor blocker patients hypertension panel,C0871208|C0237607|C0039798|G0000000|C0441471|C0036043|C0032659|C0039798|C1442061|C1442061|C0450371|C0032042|C1442061|C1442061|C0450371|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C1442061|C1442061|C0450371|C4050619|C0178602|C0205195|C0450371|C1442061|C0439422|C1442061|C1442061|C0450371|C0376554|C4050619|C1425219|C0557651|C1516048|G0000000|C1419788|C0036043|C4050619|C0178602|C0205195|C0332529|G0000000|C0003018|G0000000|C0597357|G0000000|C0030705|C0020538|C0441833
99,"12 ||| Introduction ||| 1.10 ||| Doses were doubled at the beginning of week 5 to fi xeddose combinations 10 and 160 mg/day, 10 and 320 mg/day, and 20 and 320 mg/day; nebivolol 10 mg/day and 40 mg/day; and valsartan 160 mg/day and 320 mg/day.",I,doses doubled week 5 fi xeddose combinations 10 160 mg/day 10 320 mg/day 20 320 mg/day nebivolol 10 mg/day 40 mg/day valsartan 160 mg/day 320 mg/day,C0178602|C0205173|C0332174|G0000000|C4050619|G0000000|C0453882|C0450371|C1442061|C0439422|C0450371|C1442061|C0439422|C0450371|C1442061|C0439422|C0068475|C0450371|C0439422|C0450371|C0439422|C0216784|C1442061|C0439422|C1442061|C0439422
100,"67 ||| Results ||| 4.18 ||| Across all treatment groups, subgroup analyses revealed no signifi cant interactions between treatment and sex, race, diabetes status, or diastolic blood pressure status at baseline (<median or ≥median) when analysing the primary or key secondary effi cacy endpoints (baseline to week 8 changes in diastolic or systolic blood pressure); however, signifi cant interactions were noted between treatment and Hispanic ethnic origin when analysing diastolic (p=0·004) and systolic blood pressure (p=0·017), and between treatment and age (p=0·018) and treatment and obesity status (p=0·030) when analysing systolic blood pressure.",O,treatment subgroup analyses revealed signifi interactions treatment sex race diabetes status diastolic blood pressure status baseline <median median analysing primary key secondary effi cacy endpoints baseline week 8 diastolic systolic blood pressure signifi interactions treatment hispanic ethnic origin analysing diastolic p=0004 systolic blood pressure p=0017 treatment age p=0018 treatment obesity status p=0030 analysing systolic blood pressure,C0039798|C1079230|C0002778|C0443289|G0000000|C1704675|C0039798|C0009253|C0034510|C0011847|C0449438|C0012000|C0005767|C0033095|C0449438|C0168634|C0549183|C0549183|G0000000|C0205225|G0000000|C0027627|G0000000|C1419788|C2349179|C0168634|C0332174|G0000000|C0012000|C0039155|C0005767|C0033095|G0000000|C1704675|C0039798|C0086409|C0015031|C0079946|G0000000|C0012000|C0369773|C0039155|C0005767|C0033095|C0369773|C0039798|C0001779|C0369773|C0039798|C0028754|C0449438|C0369773|G0000000|C0039155|C0005767|C0033095
101,"25 ||| Introduction ||| 1.23 ||| After a 1-week screening period, participants entered a 6-week single-blind placebo run-in phase, which was followed by an 8-week double-blind treatment period and a 1-week double-blind down-titration phase.",I,1-week screening period participants entered 6-week single-blind placebo run-in phase 8-week double-blind treatment period 1-week double-blind down-titration phase,C0332174|C0220908|C0439531|C0679646|C1521975|C0332174|C0242570|C0032042|C3274438|C0205390|C0332174|C0013072|C0039798|C0439531|C0332174|C0013072|C0162621|C0205390
