id,sentences,label,sentences_tokens,cuis
74,"98 ||| Author Manuscript ||| 24.1 ||| In conclusion, this large and closely monitored randomized, controlled trial showed no significant benefit of the adjunctive use of ST-segment analysis in reducing a composite of neonatal outcomes or in reducing cesarean or operative vaginal deliveries in a U.S. population undergoing conventional intrapartum continuous electronic fetal heart-rate monitoring.",O,conclusion closely monitored randomized controlled trial benefit adjunctive st-segment analysis reducing composite neonatal outcomes reducing cesarean operative vaginal deliveries population undergoing conventional intrapartum continuous electronic fetal heart-rate monitoring,C1707478|G0000000|C0030695|C0034656|C2587213|C0008976|C0814225|C2825951|C0429029|C0002778|C0392756|C0205199|C1552240|C1274040|C0392756|C3841297|C1882154|C0042232|C0011209|C0032659|G0000000|C0439858|C0456337|C0549178|C0013850|C0015965|C0018810|C0150369
75,"38 ||| Author Manuscript ||| 6.10 ||| If the group determined that the guidelines for fetal ECG ST-segment analysis had not been followed, the provider received additional training.",I,determined guidelines fetal ecg st-segment analysis provider received additional training,G0000000|C0162791|C0015965|C1623258|C0429029|C0002778|C1138603|C1514756|C1524062|C0040607
76,"87 ||| Author Manuscript ||| 21.1 ||| There could have been a Hawthorne effect (the tendency for some people to perform better when they believe that they are being watched) resulting in improved interpretation of fetal heart-rate patterns, consistent with the suggestion that a systematic approach to fetal monitoring, rather than ST-segment analysis itself, may be what is effective.",N,hawthorne tendency people perform watched improved interpretation fetal heart-rate patterns consistent suggestion systematic approach fetal monitoring st-segment analysis effective,G0000000|G0000000|C0027361|C0884358|G0000000|C0184511|C0459471|C0015965|C0018810|C0449774|C0332290|C0038659|C0220922|C0449445|C0015965|C0150369|C0429029|C0002778|C1280519
77,112 ||| Acknowledgments ||| 27.4 ||| Apgar score at 5 min Median 9 9 0.54,I,apgar score 5 min median 9 9 0 54,C0741195|C0449820|G0000000|C0702093|C0549183|G0000000|G0000000|G0000000|C0450371
78,103 ||| Supplementary Material ||| 26.5 ||| *,N,*,G0000000
79,68 ||| Author Manuscript ||| 18.1 ||| There were no significant differences between the two groups in the overall rates of cesarean delivery (P = 0.30) or any operative delivery (P = 0.31).,O,differences rates cesarean delivery = 0 30 operative delivery = 0 31,C1705241|C0871208|C3841297|C0011209|G0000000|G0000000|C0450371|C1882154|C0011209|G0000000|G0000000|C0450371
80,"96 ||| Author Manuscript ||| 23.8 ||| These women are likely to have a lower cesareandelivery rate than the overall rate in all women attempting vaginal delivery, some of whom are undergoing labor induction or in spontaneous labor at less than 2 cm.",O,women lower cesareandelivery rate rate women attempting vaginal delivery undergoing labor induction spontaneous labor 2 cm,C0043210|C0441994|G0000000|C0871208|C0871208|C0043210|C1516084|C0042232|C0011209|G0000000|C0022864|C0205263|C0205359|C0022864|G0000000|G0000000
81,"16 ||| METHODS ||| 2.7 ||| Neoventa did not participate in the monitoring of the study; data collection, management, or analysis; or manuscript preparation.",N,neoventa participate monitoring study data collection management analysis manuscript preparation,G0000000|G0000000|C0150369|C0557651|C1511726|C1516698|C0001554|C0002778|C0600659|C1521827
82,116 ||| Acknowledgments ||| 27.8 ||| Interquartile range 9-9 9-9,I,interquartile range 9-9 9-9,G0000000|C1514721|G0000000|G0000000
83,"94 ||| Author Manuscript ||| 23.6 ||| Even with lower rates of cesarean delivery and operative vaginal delivery than expected (16.5% and 5.9%, respectively), the trial still had 80% power to detect relative differences of 11% and 15%, respectively, in these outcomes.",I,lower rates cesarean delivery operative vaginal delivery expected 16 5% 5 9% trial 80% power detect relative differences 11% 15% outcomes,C0441994|C0871208|C3841297|C0011209|C1882154|C0042232|C0011209|C1517001|C0450371|G0000000|G0000000|G0000000|C0008976|C0450371|C0032863|C0442726|C0080103|C1705241|C0450371|C0450371|C1274040
84,99 ||| Supplementary Material ||| 26.1 ||| Refer to Web version on PubMed Central for supplementary material.,N,refer web version pubmed central supplementary material,C0205543|C0282111|C0333052|C1138432|C0205099|G0000000|C0520510
85,"5 ||| Author Manuscript ||| 1.4 ||| In 2005, the Food and Drug Administration (FDA) granted conditional approval of the STAN S31 device (Neoventa Medical) for use as an adjunct to conventional electronic fetal heart-rate monitoring.",I,2005 food drug administration fda granted conditional approval stan s31 device neoventa medical adjunct conventional electronic fetal heart-rate monitoring,G0000000|C0016452|C0013227|C0001554|C0041714|C0018173|C1701901|C0205540|C2985331|G0000000|C0025080|G0000000|C0199168|G0000000|C0439858|C0013850|C0015965|C0018810|C0150369
86,63 ||| Author Manuscript ||| 16.2 ||| Assessment of fetal heart rate immediately before randomization showed that 73% of fetal heart-rate tracings were NICHD category I (reassuring) and 27% were category,N,assessment fetal heart rate randomization 73% fetal heart-rate tracings nichd category reassuring 27% category,C1261322|C0015965|C0018787|C0871208|C0034656|C0450371|C0015965|C0018810|G0000000|C1513896|C0683312|C0557055|C0450371|C0683312
87,"91 ||| Author Manuscript ||| 23.3 ||| Our study had a lower-than-anticipated incidence of the primary outcome and, therefore, reduced power to show between-group differences.",O,study lower-than-anticipated incidence primary outcome reduced power between-group differences,C0557651|C0441994|C0021149|C0205225|C1274040|C0392756|C0032863|C0441833|C1705241
88,"29 ||| Author Manuscript ||| 6.1 ||| After spontaneous or artificial membrane rupture, a Goldtrace fetal scalp electrode (Neoventa Medical) was placed in each woman who consented to participate in the trial.",I,spontaneous artificial membrane rupture goldtrace fetal scalp electrode neoventa medical woman consented participate trial,C0205359|C2004457|C0025255|C1881712|G0000000|C0015965|C0036270|C0013812|G0000000|C0199168|C0043210|C2711213|G0000000|C0008976
89,57 ||| Author Manuscript ||| 15.1 ||| RECRUITMENT AND CHARACTERISTICS OF THE PARTICIPANTS,N,recruitment characteristics participants,C2949735|C1521970|C0679646
90,"69 ||| Author Manuscript ||| 18.2 ||| Overall, cesarean delivery because of fetal indications occurred in 287 women (5.2%) in the open group and 298 women (5.3%) in the masked group (P = 0.48).",P,cesarean delivery fetal indications occurred 287 women 5 2% 298 women 5 3% masked = 0 48,C3841297|C0011209|C0015965|C0392360|C1709305|C1442061|C0043210|G0000000|G0000000|C1442061|C0043210|G0000000|G0000000|C0150108|G0000000|G0000000|C0450371
91,"72 ||| Author Manuscript ||| 18.5 ||| There were no significant differences between any of the subgroups we assessed with respect to the effect of monitoring with ST-segment analysis on the primary outcome, cesarean delivery, and any operative delivery (P>0.05 for interaction for all comparisons) (Fig.",O,differences subgroups assessed respect monitoring st-segment analysis primary outcome cesarean delivery operative delivery p0 05 interaction comparisons fig,C1705241|C1079230|C1516048|C0679133|C0150369|C0429029|C0002778|C0205225|C1274040|C3841297|C0011209|C1882154|C0011209|C0332132|C0450371|C1704675|C1707455|C0349966
92,24 ||| Author Manuscript ||| 4.3 ||| A separate randomization sequence was created for each monitor.,I,separate randomization sequence created monitor,C0443299|C0034656|C0004793|C1706214|C0030695
93,"84 ||| DISCUSSION ||| 20.4 ||| Even if these 55 cases had resulted in a vaginal delivery, there would have been no significant difference in the cesarean-delivery rate.",O,55 vaginal delivery difference cesarean-delivery rate,C0450371|C0042232|C0011209|C1705241|C0007876|C0871208
94,106 ||| Supplementary Material ||| 26.8 ||| Med.,N,med,G0000000
95,36 ||| Author Manuscript ||| 6.8 ||| S1 in the Supplementary Appendix).,N,s1 supplementary appendix,C1519428|G0000000|C0003617
96,107 ||| Supplementary Material ||| 26.9 ||| Author manuscript; available in PMC 2016 February 13.,N,author manuscript pmc 2016 february 13,C3812881|C0600659|C0070689|G0000000|C3830166|C0450371
97,"30 ||| Author Manuscript ||| 6.2 ||| If it was not possible to obtain or maintain an adequate fetal ECG signal after three attempts at electrode placement or if an ST-segment event occurred during the attempts to obtain an adequate signal, the woman was excluded from randomization.",P,maintain adequate fetal ecg signal attempts electrode placement st-segment event occurred attempts adequate signal woman excluded randomization,C0024501|C0205410|C0015965|C1623258|C1710082|C1516084|C0013812|C0441587|C0429029|C0441471|C1709305|C1516084|C0205410|C1710082|C0043210|C1554077|C0034656
98,105 ||| Supplementary Material ||| 26.7 ||| Author manuscript; available in PMC 2016 February 13.,N,author manuscript pmc 2016 february 13,C3812881|C0600659|C0070689|G0000000|C3830166|C0450371
99,118 ||| Acknowledgments ||| 27.10 ||| Apgar score at 5 min Median 9 9 0.54,I,apgar score 5 min median 9 9 0 54,C0741195|C0449820|G0000000|C0702093|C0549183|G0000000|G0000000|G0000000|C0450371
100,"20 ||| Author Manuscript ||| 3.3 ||| Each hospital participated in a pilot phase that consisted of enrollment and care of at least 50 patients monitored with fetal ECG ST-segment analysis, with central review of labor-management decisions and retraining as needed before approval of the hospital to start the trial.",P,hospital participated pilot phase consisted enrollment care 50 patients monitored fetal ecg st-segment analysis central review labor-management decisions retraining approval hospital start trial,C0019994|G0000000|C0473169|C0205390|C0332529|C1516879|C1947933|C0450371|C0030705|C0030695|C0015965|C1623258|C0429029|C0002778|C0205099|C0282443|C0022864|C0679006|G0000000|C0205540|C0019994|C0439659|C0008976
101,89 ||| Author Manuscript ||| 23.1 ||| The frequency of operative vaginal delivery in our trial was lower than the 13 to 14% frequency in the meta-analysis by Schuit et al.,O,frequency operative vaginal delivery trial lower 13 14% frequency meta-analysis schuit al,C0376249|C1882154|C0042232|C0011209|C0008976|C0441994|C0450371|C0450371|C0376249|C0282458|G0000000|C0202311
102,104 ||| Supplementary Material ||| 26.6 ||| N Engl J Med.,N,engl med,C1414400|G0000000
103,62 ||| Author Manuscript ||| 16.1 ||| There were no significant differences in baseline characteristics between the two groups ( Table 2).,O,differences baseline characteristics table 2,C1705241|C0168634|C1521970|C0039224|G0000000
104,26 ||| Author Manuscript ||| 5.2 ||| Women with a singleton fetus at more than 36 weeks of gestation who were attempting vaginal delivery and had cervical dilation of 2 to 7 cm were invited to participate.,I,women singleton fetus 36 weeks gestation attempting vaginal delivery cervical dilation 2 7 cm invited participate,C0043210|C0481462|C0015965|C0450371|C0439230|C0032961|C1516084|C0042232|C0011209|C0027530|C0012359|G0000000|G0000000|G0000000|G0000000|G0000000
105,6 ||| Author Manuscript ||| 1.5 ||| The rationale is that fetal acidemia is associated with fetal ECG ST-segment elevation and increased T-wave amplitude.,P,rationale fetal acidemia fetal ecg st-segment elevation increased t-wave amplitude,C0392360|C0015965|C0001122|C0015965|C1623258|C0429029|C0439775|C0205217|C0429103|C2346753
106,14 ||| METHODS ||| 2.5 ||| A small group of investigators (protocol subcommittee) provided oversight for the trial.,I,investigators protocol subcommittee provided oversight trial,C0035173|C0442711|G0000000|C1999230|C1273870|C0008976
107,33 ||| Author Manuscript ||| 6.5 ||| The care of patients in the masked group was managed at the discretion of the attending physician or midwife.,N,care patients masked managed discretion attending physician midwife,C1947933|C0030705|C0150108|C1273870|G0000000|C1547429|C0031831|C0026083
108,"9 ||| Author Manuscript ||| 1.8 ||| We designed a large, multi-institutional, randomized trial to assess the effects of using fetal ECG ST-segment analysis on perinatal outcomes.",I,designed multi-institutional randomized trial assess effects fetal ecg st-segment analysis perinatal outcomes,C1707689|C0439064|C0034656|C0008976|C1516048|C1280500|C0015965|C1623258|C0429029|C0002778|C0178795|C1274040
109,40 ||| Author Manuscript ||| 8.2 ||| The base deficit was calculated with the use of measurements from the extracellular fluid and the modified Siggaard-Andersen curve.,N,base deficit calculated measurements extracellular fluid modified siggaard-andersen curve,C0002055|C0162429|C0444686|C0242485|C0521119|C0005889|C0392747|G0000000|C0205134
110,"67 ||| OUTCOMES ||| 17.4 ||| However, most components of the primary outcome occurred in no more than 0.1% of neonates in either group.",O,components primary outcome occurred 0 1% neonates,C0449432|C0205225|C1274040|C1709305|G0000000|G0000000|C0021289
111,"37 ||| Author Manuscript ||| 6.9 ||| To monitor adherence to the guidelines, all tracings from fetuses of patients who subsequently had cesarean or operative vaginal (forceps or vacuum-assisted) deliveries and from fetuses who had ST-segment events or primary-outcome events, as well as tracings from fetuses of a sample of patients who subsequently had vaginal deliveries, were centrally reviewed by the protocol subcommittee, whose members were unaware of the outcome of the neonate.",N,monitor adherence guidelines tracings fetuses patients subsequently cesarean operative vaginal forceps vacuum-assisted deliveries fetuses st-segment events primary-outcome events tracings fetuses sample patients subsequently vaginal deliveries centrally reviewed protocol subcommittee unaware outcome neonate,C0030695|C1510802|C0162791|G0000000|C0015965|C0030705|G0000000|C3841297|C1882154|C0042232|C0016533|C0042221|C0011209|C0015965|C0429029|C0441471|C0205225|C0441471|G0000000|C0015965|C0370003|C0030705|G0000000|C0042232|C0011209|G0000000|C0282443|C0442711|G0000000|C0150114|C1274040|C0021289
112,"42 ||| Author Manuscript ||| 8.4 ||| Trained research staff collected maternal and perinatal data, including the interpretation by the clinical providers of the fetal heart-rate pattern (NICHD category 12 or fetal ECG ST-segment analysis category).",I,trained staff collected maternal perinatal data including interpretation clinical providers fetal heart-rate pattern nichd category 12 fetal ecg st-segment analysis category,C0336809|C0851286|C1516695|C2347083|C0178795|C1511726|C0332257|C0459471|C0205210|C1138603|C0015965|C0018810|C0449774|C1513896|C0683312|C0450371|C0015965|C1623258|C0429029|C0002778|C0683312
113,1 |||  ||| 0.1 ||| BACKGROUND-It is unclear whether using fetal electrocardiographic (ECG) ST-segment analysis as an adjunct to conventional intrapartum electronic fetal heart-rate monitoring modifies intrapartum and neonatal outcomes.,N,background-it unclear fetal electrocardiographic ecg st-segment analysis adjunct conventional intrapartum electronic fetal heart-rate monitoring modifies intrapartum neonatal outcomes,C1706907|G0000000|C0015965|C0013798|C1623258|C0429029|C0002778|G0000000|C0439858|C0456337|C0013850|C0015965|C0018810|C0150369|C0392747|C0456337|C1552240|C1274040
114,"50 ||| Author Manuscript ||| 12.2 ||| Categorical variables were compared with the use of the chi-square test or Fisher's exact test, as appropriate.",N,categorical variables compared chi-square test fishers exact test,C0683312|C0439828|C1707455|C1552646|C0022885|C0325045|C2828393|C0022885
115,100 ||| Supplementary Material ||| 26.2 ||| Enrollment and Outcomes,N,enrollment outcomes,C1516879|C1274040
116,117 ||| Acknowledgments ||| 27.9 ||| Neonatal,N,neonatal,C1552240
117,111 ||| Acknowledgments ||| 27.3 ||| Neonatal,N,neonatal,C1552240
118,"78 ||| Author Manuscript ||| 18.11 ||| Of the 5 patients, 2 had a cesarean delivery and 3 a spontaneous vaginal delivery.",I,5 patients 2 cesarean delivery 3 spontaneous vaginal delivery,G0000000|C0030705|G0000000|C3841297|C0011209|G0000000|C0205359|C0042232|C0011209
